ID,INCIDENT,DATE,TIME,ADDRESS,ZIP,BATTALION/SHIFT,MAPSCO,COUNCIL_DISTRICT,CENSUS_TRACT,STRUCTURE_TYPE,NO_OF_STORIES,CONSTRUCTION,CAUSE,TOTAL_VALUE,STRUCTURE_LOSS,CONTENTS_LOSS,TOTAL_SAVED,SPRINKER_SYS,ALARM_SYS
18432,2020204714,09/10/2020,05:23 PM,8328 CAMPANELLA DR,75243,4/C,16U,10,7804,DWELLING,1,WOOD,INCENDIARY,137650,0,-50,137600,NO,YES
18429,2020202302,09/07/2020,04:11 PM,2900 FOREST LN,75229,7/C,13W,13,9611,TRASH,,,UNDETERMINED,0,0,0,0,,
18456,2020210593,09/18/2020,03:27 AM,5410 NOMAS ST,75212,9/B,42K,6,10601,VEHICLE,2016,CADILLAC ATS,INCENDIARY,15500,-15500,0,0,,
18445,2020205933,09/12/2020,06:44 AM,300 S SMITH ST,75211,9/B,52F,3,10704,VEHICLE,2017,CHEVROLET SILVERADO,INCENDIARY,23000,-23000,0,0,,
18464,2020212804,09/20/2020,07:19 PM,11930 PRESTON RD,75230,2/A,15X,11,13200,TRASH RECIPTICAL,,,INCENDIARY,83500,0,0,83500,NO,UNK
18479,2020216955,09/25/2020,11:53 PM,11050 W WOODMEADOW PKWY,75228,8/C,39G,9,12604,APARTMENTS,2,WOOD,MISUSE OF MATERIAL OR PRODUCT OTHER,18005000,-1200,0,18003800,NO,YES
18435,2020205626,09/11/2020,07:50 PM,9850 WHITEHURST DR,75243,4/A,27B,10,7811,APARTMENTS,2,WOOD,UNDETERMINED,11840000,-250000,-40000,11550000,NO,NO
18418,2020200125,09/04/2020,09:22 PM,3400 MEMORY LANE BLVD,75241,5/C,66U,8,20200,VEHICLE,2018,FORD ECO SPORT HB,INCENDIARY,18000,-17000,0,1000,N/A,
18460,2020211945,09/19/2020,06:36 PM,9797 BRUTON RD,75217,8/C,59B,7,12000,VEHICLE,2007,GMC YUKON,UNDETERMINED,20500,-500,-250,19750,,
18443,2020206559,09/13/2020,12:08 AM,10254 BLACK HICKORY RD,75243,2/B,17Z,10,19019,DWELLING,1,WOOD,INCENDIARY,170540,-2500,-100,167940,NO,NO
18413,2020142219,06/28/2020,02:06 PM,7900 BROOKHOLLOW RD,75235,9/A,33M,2,10000,VEHICLE,2014,FORD EDGE,INCENDIARY,9600,-15000,0,-5400,,
18454,,09/14/2020,12:54 PM,8444 SPRING VALLEY RD,75240,2/A-E,16L-E,,,FENCE,,WOOD,EXPOSURE (UNDETERMINED),1000,-1000,0,0,NO,
18453,2020207723,09/14/2020,12:54 PM,8444 SPRING VALLEY RD,75240,2/A,16L,11,19213,VEHICLE,2000,CHEVY SILVERADO,UNDETERMINED,4000,-4000,0,0,NO,
18492,2020220101,09/29/2020,09:44 PM,15534 EL ESTADO DR,75248,2/A,6X,11,13607,CONDOMINIUMS,2,WOOD,UNDETERMINED,4357650,-2000,-500,4355150,NO,NO
18458,2020211376,09/19/2020,12:41 AM,1716 METROPOLITAN AVE,75215,1/B,46X,7,4000,DWELLING,1,WOOD,UNDETERMINED,45000,-15000,-2000,28000,NO,NO
18440,2020206156,09/12/2020,01:43 PM,8687 N CENTRAL SERV SB,75225,4/C,26T,13,7822,COMMERCIAL,2,CONCRETE,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,726500000,-300,0,726499700,YES,YES
18484,2020218388,09/27/2020,06:39 PM,4701 MEMPHIS ST,75207,9/B,44A,6,10000,COMMERCIAL,1,,NATURAL CONDITION OTHER,500000,-1200,0,498800,NO,YES
18491,2020219930,09/29/2020,05:55 PM,503 S RIVERFRONT BLVD,75207,1/A,45S,1,10000,COMMERCIAL,1,BRICK,UNDETERMINED,378520,-2000,0,376520,N/A,NO
18449,2020190370,08/23/2020,11:03 PM,1528 BEAUFORD RD,75253,8/A,69A-G,8,17101,VEHICLE,2007,FORD E25,INCENDIARY,8000,-2000,0,6000,NO,NO
18469,2020214523,09/22/2020,09:23 PM,12111 AUDELIA RD,75243,4/C,17Y,10,19035,APARTMENTS,2,WOOD,INCENDIARY,18829550,-30000,-1500,18798050,NO,NO
18434,2020205249,09/11/2020,10:54 AM,5225 MAPLE AVE,75235,3/A,34U,2,401,APARTMENTS,4,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,4000300,0,-300,4000000,YES,YES
18467,2020213254,09/21/2020,10:33 AM,7289 L B J SERV WB,75240,2/B,15V,11,13610,,,,UNDETERMINED,0,0,0,0,N/A,UNK
18481,2020217350,09/26/2020,01:31 PM,911 N JUSTIN AVE,75211,6/A,52B,6,10701,DWELLING,1,WOOD,UNDETERMINED,155410,-15000,-3000,137410,NO,NO
18417,2020200093,09/04/2020,08:31 PM,3624 GOLDEN HILLS DR,75241,5/C,66K,8,11401,DWELLING,1,WOOD,INCENDIARY,63580,-50,0,63530,NO,UNK
18472,2020213331,09/21/2020,12:24 PM,2003 HIGH HILL BLVD,75203,6/B,55L,4,8900,DUMPSTER,,,UNDETERMINED,0,0,0,0,N/A,
18433,2020204396,09/10/2020,08:11 AM,8515 LA PRADA DR,75228,8/C,39W,7,12302,APARTMENTS,2,WOOD,UNDETERMINED,3759500,0,0,3759500,NO,NO
18493,2020220257,09/30/2020,04:18 AM,3731 COPELAND AVE,75210,7/A,46V,7,2702,VEHICLE,2019,CHEVY SIL,INCENDIARY,28300,-28300,0,0,,
18438,2020206333,09/12/2020,06:19 PM,221 STONEPORT DR,75217,8/B,57V,8,9304,APARTMENTS,3,WOOD,EQUIPMENT UNATTENDED,5354610,-50,0,5354560,YES,YES
18490,2020219632,09/29/2020,10:51 AM,2912 KENDALE DR,75220,7/A,23X,6,7201,APARTMENTS,2,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,3218860,-1000,-250,3217610,NO,YES
18415,2020198920,09/03/2020,12:07 PM,446 GLENCAIRN DR,75232,5/B,64Y,8,11105,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,109810,-2000,-500,107310,,NO
18428,2020201031,09/05/2020,11:38 PM,5400 TURNOUT LN,75236,6/A,61A-Y,3,16521,VEHICLE,2016,NISSAN MURANO,UNDETERMINED,14000,-14000,0,0,N/A,NO
18425,2020202654,09/08/2020,12:46 AM,7204 CHRISTIE LN,75249,6/C,71B-F,3,16510,A/C UNIT (OUTSIDE),,,UNSPECIFIED SHORT CIRCUIT ARC,4000,-4000,0,0,N/A,UNK
18468,2020213437,09/21/2020,02:49 PM,2611 S LANCASTER RD,75216,6/A,55T,4,8801,WAREHOUSE,1,,UNDETERMINED,376090,0,0,376090,YES,YES
18412,2020197088,09/01/2020,01:29 AM,E OVERTON / JULIUS SCHEPPS ACRD NB,75216,6/B,56Q,4,8603,VEHICLE,2011,MERCEDES COUPE,UNDETERMINED,13000,-13000,0,0,,
18414,2020198663,09/03/2020,02:12 AM,5024 URBAN AVE,75227,8/A,48K,7,12207,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,261000,-15000,-2500,243500,NO,YES
18459,2020211552,09/19/2020,08:49 AM,5307 GASTON AVE,75214,3/C,46B,14,1400,APARTMENTS,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,2240263,-2500,0,2237763,N/A,UNK
18462,2020212316,09/20/2020,04:04 AM,7215 HOLLY HILL DR,75231,4/C,26Q,13,7815,TOWNHOMES,2,WOOD,INCENDIARY,66720,-66720,0,0,NO,UNK
18559,2019294841,12/09/2019,12:44 AM,4800 CEDARDALE DR,75241,5/C,67S,8,20200,VEHICLE,2009,AUDI,INCENDIARY,3900,-3900,0,0,N/A,UNK
18561,2020224753,07/22/2020,01:45 PM,4515 VILLAGE FAIR DR,75224,6/A,64G,4,6002,VEHICLE,2015,CHEVY SONIC,UNDETERMINED,1932,-1932,0,0,N/A,NO
18496,2020215995,09/24/2020,07:11 PM,218 W FERRIS BRANCH BLVD,75243,4/B,27B,10,7811,APARTMENTS,3,WOOD,EQUIPMENT UNATTENDED,7357830,-200,0,7357630,YES,UKN
18512,2020170003,07/31/2020,01:43 AM,1111 W LEDBETTER DR,75224,5/C,64F,4,6100,VEHICLE,2008,CHEVROLET MALIBU,UNDETERMINED,4500,-4500,0,0,,
18511,2020166977,07/27/2020,09:15 AM,5075 PEAR RIDGE DR,75287,2/C,655Z,12,31714,VEHICLE,2014,NISSAN ALTIMA,UNDETERMINED,7500,-1000,0,6500,,
18514,2020220302,09/30/2020,07:15 AM,14770 LASATER RD,75253,8/B,70H,8,17004,SHED,1,METAL,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,1500,-500,-100,900,NO,NO
18560,2020237049,10/20/2019,06:11 PM,1209 ROUND TABLE DR,75247,9/A,33N,6,10000,PALLET OF STONE,,,INCENDIARY,838940,0,-10000,828940,N/A,NO
,,02/06/2020,03:27 PM,2325 HILLGLENN RD,75228,4/B-E,38R-E,,,FENCE,,WOOD,EXPOSURE (UNDETERMINED),10000,-500,0,9500,N/A,UNK
,2021025402,02/01/2020,04:29 PM,1542 FORDHAM RD,75216,5/C,65B,4,5700,DWELLING,1,WOOD,UNDETERMINED,171340,-2000,-40,169300,NO,NO
,2021025319,02/01/2020,02:32 PM,5500 JULIUS SCHEPPS FWY NB,75216,1/C,56B,7,8603,VEHICLE,2011,NISSAN ALTIMA,INCENDIARY (ATTEMPTED SUICIDE),5200,-4000,0,1200,N/A,NO
,,02/06/2020,03:27 PM,2325 HILLGLENN RD,75228,4/B-E,38R-E,,,PATIO FURNITURE,,,EXPOSURE (UNDETERMINED),10000,-500,0,9500,N/A,UNK
